Terms                                 ,Genes ,ZIPF_Score ,Articles ,Freq_Term ,Publications
t-booh                                ,    1 ,      1.3  ,       3 ,        4 ,"20211754,22450240,15099742"
metal-catalyzed                       ,    0 ,      2.73 ,       4 ,        4 ,"18226547,19932185,15099742,10487217"
peroxide-mediated                     ,    1 ,      2.98 ,       4 ,        4 ,"27892488,18172504,12714747,10713147"
hrprp                                 ,    1 ,      0.0  ,       1 ,        4 ,8554614
carbonyl                              ,    1 ,      2.56 ,       1 ,        4 ,23618867
drr1                                  ,    1 ,      0.0  ,       1 ,        4 ,21969592
thr90                                 ,    1 ,      0.0  ,       1 ,        4 ,11986303
reductant                             ,    1 ,      1.44 ,       4 ,        4 ,"20919932,21287625,34208049,17409354"
prx5                                  ,    1 ,      0.0  ,       3 ,        4 ,"21287625,26715182,28953965"
untransformed                         ,    1 ,      1.39 ,       2 ,        4 ,"8188254,8496166"
imbibe                                ,    2 ,      2.32 ,       2 ,        4 ,"8914536,30654474"
hbp23                                 ,    0 ,      0.0  ,       1 ,        4 ,10535922
crustacean                            ,    0 ,      2.56 ,       1 ,        4 ,17765304
wssv                                  ,    0 ,      0.0  ,       1 ,        4 ,24056278
urmylation                            ,    1 ,      0.0  ,       2 ,        4 ,"26715182,28953965"
rpk118                                ,    1 ,      0.0  ,       1 ,        4 ,15750338
c168s                                 ,    1 ,      0.0  ,       3 ,        4 ,"17707404,16271889,25906064"
toroid                                ,    1 ,      1.63 ,       2 ,        4 ,"17707404,16271889"
hsprx3                                ,    1 ,      0.0  ,       1 ,        4 ,27238969
s-palmitoylation                      ,    0 ,      1.1  ,       1 ,        4 ,31740833
abhd10                                ,    0 ,      0.0  ,       1 ,        4 ,31740833
tni                                   ,    1 ,      2.08 ,       1 ,        4 ,29427714
bat                                   ,    1 ,      4.3  ,       1 ,        4 ,28529127
quercetin                             ,    1 ,      1.98 ,       1 ,        4 ,27393003
gcs-1                                 ,    1 ,      2.63 ,       1 ,        4 ,25204677
gustatory                             ,    1 ,      1.97 ,       1 ,        4 ,25640076
prespore                              ,    0 ,      0.0  ,       1 ,        4 ,15470253
tammar                                ,    0 ,      0.0  ,       1 ,        4 ,17913528
pmp20                                 ,    1 ,      0.0  ,       1 ,        4 ,20356456
prdx-3                                ,    1 ,      0.0  ,       1 ,        4 ,23722165
ntr                                   ,    1 ,      2.5  ,       3 ,        4 ,"19345687,16891402,16884685"
cysteine-sulphinic                    ,    1 ,      0.0  ,       1 ,        4 ,14586471
cys47                                 ,    1 ,      0.0  ,       2 ,        4 ,"15163410,7961686"
ctpxi                                 ,    1 ,      0.0  ,       1 ,        4 ,15210711
ctpxii                                ,    1 ,      0.0  ,       1 ,        4 ,15210711
tbhp                                  ,    1 ,      0.0  ,       1 ,        4 ,15210711
gpx3                                  ,    1 ,      0.0  ,       2 ,        4 ,"15706081,19106090"
cys-47                                ,    1 ,      2.21 ,       1 ,        4 ,8041739
cys-170                               ,    1 ,      2.2  ,       1 ,        4 ,8041739
rc47s                                 ,    1 ,      0.0  ,       1 ,        4 ,8041739
rc170s                                ,    1 ,      0.0  ,       1 ,        4 ,8041739
cys62                                 ,    0 ,      0.0  ,       1 ,        4 ,9888818
antr-c                                ,    1 ,      0.0  ,       1 ,        4 ,16884685
tsa2p                                 ,    1 ,      0.0  ,       1 ,        4 ,11741925
deltac2c-prx                          ,    0 ,      0.0  ,       1 ,        4 ,10487217
eif5as                                ,    1 ,      0.0  ,       4 ,        4 ,"18067580,27306458,11161802,33592076"
heme-repressed                        ,    1 ,      2.4  ,       1 ,        4 ,3062365
tif51a-1                              ,    1 ,      0.0  ,       1 ,        4 ,16157662
stationary                            ,    2 ,      3.63 ,       2 ,        4 ,"16215987,35265054"
tsl102a                               ,    1 ,      0.0  ,       1 ,        4 ,16408210
iff-2                                 ,    1 ,      2.63 ,       1 ,        4 ,15003625
ateif5a3                              ,    1 ,      0.0  ,       1 ,        4 ,20492553
dc3000                                ,    1 ,      0.0  ,       1 ,        4 ,18633122
alkaloid                              ,    1 ,      2.44 ,       2 ,        4 ,"10611289,27822460"
hmox1                                 ,    1 ,      0.0  ,       1 ,        4 ,32420127
cef                                   ,    1 ,      2.07 ,       1 ,        4 ,32476322
nckap1                                ,    1 ,      0.0  ,       1 ,        4 ,32476322
arpc5                                 ,    1 ,      0.0  ,       1 ,        4 ,32476322
ns3                                   ,    1 ,      1.44 ,       1 ,        4 ,32817722
iexophiala                            ,    1 ,      0.0  ,       1 ,        4 ,27822460
dermatitidisi                         ,    1 ,      0.0  ,       1 ,        4 ,27822460
l-tyrosine                            ,    2 ,      2.86 ,       3 ,        4 ,"27822460,24391152,22046314"
pombei                                ,    1 ,      0.0  ,       1 ,        4 ,32435206
polymorphai                           ,    1 ,      0.0  ,       1 ,        4 ,33921057
abscess                               ,    1 ,      2.81 ,       2 ,        4 ,"33592076,34976870"
pfcrt                                 ,    1 ,      0.0  ,       1 ,        4 ,26689807
chickpea                              ,    1 ,      2.5  ,       1 ,        4 ,19025623
dc907                                 ,    1 ,      0.0  ,       1 ,        4 ,29879216
phenol                                ,    1 ,      2.64 ,       1 ,        4 ,27379139
gln13                                 ,    1 ,      0.0  ,       1 ,        4 ,25410248
gln14                                 ,    1 ,      0.0  ,       1 ,        4 ,25410248
sorghum                               ,    1 ,      2.83 ,       1 ,        4 ,33271965
castor                                ,    1 ,      3.18 ,       1 ,        4 ,30654474
eharfx2                               ,    1 ,      0.0  ,       1 ,        4 ,34976870
attim17                               ,    0 ,      0.0  ,       1 ,        4 ,12692332
rhomboid                              ,    1 ,      1.91 ,       1 ,        4 ,35265054
procyclic                             ,    1 ,      0.0  ,       1 ,        4 ,18325611
bloodstream                           ,    1 ,      3.16 ,       1 ,        4 ,18325611
sra                                   ,    1 ,      2.59 ,       1 ,        4 ,11250900
ad1                                   ,    1 ,      1.12 ,       2 ,        4 ,"15657427,9430642"
grs                                   ,    1 ,      2.36 ,       3 ,        4 ,"17116691,15539428,23132854"
k721                                  ,    1 ,      0.0  ,       1 ,        4 ,23508108
ligand-dependent                      ,    1 ,      3.03 ,       2 ,        4 ,"8670870,20678994"
nid                                   ,    1 ,      2.53 ,       1 ,        4 ,9430642
nrb                                   ,    1 ,      1.79 ,       1 ,        4 ,12477726
nr4a                                  ,    1 ,      0.0  ,       1 ,        4 ,12709428
rorgammat                             ,    1 ,      0.0  ,       1 ,        4 ,16148126
g6pase                                ,    1 ,      0.0  ,       1 ,        4 ,19039140
ncoa2                                 ,    1 ,      0.0  ,       2 ,        4 ,"31851938,31272713"
avpv                                  ,    1 ,      0.0  ,       1 ,        4 ,31272713
eralpha                               ,    1 ,      0.0  ,       1 ,        4 ,20678994
cadherins                             ,    1 ,      1.23 ,       3 ,        3 ,"11841538,21062920,12826663"
clinicopathologic                     ,    3 ,      1.17 ,       3 ,        3 ,"11841538,34016745,32549918"
plakoglobin                           ,    1 ,      0.0  ,       3 ,        3 ,"12373648,20940358,21062920"
plakin                                ,    1 ,      0.0  ,       3 ,        3 ,"12482924,12802069,30479852"
overlay                               ,    3 ,      3.24 ,       3 ,        3 ,"12802069,21270050,28068390"
linker                                ,    2 ,      2.57 ,       2 ,        3 ,"12802069,27930687"
genotyped                             ,    3 ,      1.35 ,       3 ,        3 ,"15941723,20877624,21653323"
non-syndromic                         ,    3 ,      1.64 ,       3 ,        3 ,"20940358,25954033,33228777"
immunoreactive                        ,    2 ,      1.57 ,       3 ,        3 ,"22781308,15378761,15262146"
apm                                   ,    1 ,      2.6  ,       1 ,        3 ,29034528
autoimmunity                          ,    1 ,      2.19 ,       3 ,        3 ,"29034528,30479852,10574923"
myzap                                 ,    1 ,      0.0  ,       2 ,        3 ,"29034528,30479852"
arvcf                                 ,    1 ,      0.0  ,       2 ,        3 ,"29034528,30479852"
colocalizing                          ,    3 ,      0.0  ,       3 ,        3 ,"29034528,22404946,26088507"
mast                                  ,    3 ,      3.52 ,       3 ,        3 ,"29034528,23159739,23807296"
infiltrate                            ,    3 ,      3.25 ,       3 ,        3 ,"30479852,24704991,25119981"
cationic                              ,    2 ,      2.38 ,       3 ,        3 ,"26403541,16239143,30289745"
coat                                  ,    3 ,      4.36 ,       3 ,        3 ,"26403541,17081065,29342075"
shrna-mediated                        ,    3 ,      1.31 ,       3 ,        3 ,"26403541,25096996,34130124"
gingival                              ,    2 ,      2.32 ,       1 ,        3 ,30111112
exudate                               ,    3 ,      1.88 ,       2 ,        3 ,"30111112,30143697"
maxillary                             ,    3 ,      2.56 ,       2 ,        3 ,"30111112,30297736"
deiminases                            ,    2 ,      0.0  ,       3 ,        3 ,"32325910,35563075,26088507"
